DESCRIPTION,RATING,REVIEWS COUNT,IMAGE,LINK,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09
"Samsung Galaxy M30 (Gradation Blue,6 GB RAM, 128 GB)",4.3,335,https://rukminim1.flixcart.com/image/416/416/jtg44nk0/mobile/y/h/3/samsung-galaxy-m30-sm-m305fzbgins-original-imafehsh6rfbxujy.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m30-gradation-blue-128-gb/p/itmfesgtsz4kgzba?pid=MOBFERW7XXSYQYH3&lid=LSTMOBFERW7XXSYQYH3HLPVG8&marketplace=FLIPKART&srno=s_6_132&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFERW7XXSYQYH3.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,16999,16999,16999,16999,16999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Samsung Galaxy Note 9 (Ocean Blue,8 GB RAM, 512 GB)",4.6,232,https://rukminim1.flixcart.com/image/416/416/jklgxow0/mobile/p/v/3/samsung-galaxy-note-9-sm-n960fzbdins-original-imaf7xa3tjsacs9r.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-note-9-ocean-blue-512-gb/p/itmf7x9zkfc7vman?pid=MOBF7HXTNGF3MJFD&lid=LSTMOBF7HXTNGF3MJFD1ITQAD&marketplace=FLIPKART&srno=s_6_133&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBF7HXTNGF3MJFD.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000,93000
"Samsung Galaxy Note 20 (Mystic Green,8 GB RAM, 256 GB)",4.4,63,https://rukminim1.flixcart.com/image/416/416/kdhphu80/mobile/c/g/w/samsung-note-20-canvas-sm-n980fzggins-original-imafudkffthvs8zd.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-note-20-mystic-green-256-gb/p/itm024a31c732799?pid=MOBFU5WYVAAGDCGW&lid=LSTMOBFU5WYVAAGDCGWKJD8SS&marketplace=FLIPKART&srno=s_6_134&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFU5WYVAAGDCGW.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,74999,74999
"Samsung Galaxy Note 20 Ultra 5G (Mystic Bronze,12 GB RAM, 256 GB)",4.5,185,https://rukminim1.flixcart.com/image/416/416/kdhphu80/mobile/k/d/9/samsung-note-20-canvas-sm-n986bzngins-original-imafudkv3x4gxg9y.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-note-20-ultra-5g-mystic-bronze-256-gb/p/itm51cf448be3c02?pid=MOBFU5WY7UFG4KD9&lid=LSTMOBFU5WY7UFG4KD95EGCI7&marketplace=FLIPKART&srno=s_6_135&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFU5WY7UFG4KD9.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,"1,04,999","1,04,999","1,04,999","1,04,999","1,04,999","1,04,999","1,04,999","1,04,999",unavailable,unavailable,"1,04,999","1,04,999",unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Samsung Galaxy Note 20 (Mystic Blue,8 GB RAM, 256 GB)",4.4,63,https://rukminim1.flixcart.com/image/416/416/kdxfc7k0/mobile/u/a/z/samsung-galaxy-note-20-sm-n980fzbgins-original-imafuq7pxeyqhkkx.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-note-20-mystic-blue-256-gb/p/itm02d10969ce115?pid=MOBFUKHDNAZGZUAZ&lid=LSTMOBFUKHDNAZGZUAZ61UC2X&marketplace=FLIPKART&srno=s_6_136&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFUKHDNAZGZUAZ.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999,77999
"Samsung Galaxy S21 Plus (Phantom Black,8 GB RAM, 128 GB)",4.6,29,https://rukminim1.flixcart.com/image/416/416/kjvrdzk0/mobile/f/5/d/samsung-galaxy-s21-plus-sm-g996bzkginu-original-imafzchfgcgem9z4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s21-plus-phantom-black-128-gb/p/itm9a7e14ec0799d?pid=MOBFZ3TMYQ8WTHJE&lid=LSTMOBFZ3TMYQ8WTHJE7MWZ1U&marketplace=FLIPKART&srno=s_6_137&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFZ3TMYQ8WTHJE.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999,81999
"Samsung Galaxy S10 (Prism Blue,8 GB RAM, 128 GB)",4.6,1793,https://rukminim1.flixcart.com/image/416/416/jsdj8nk0/mobile/v/x/e/samsung-galaxy-s10-sm-g973fzbdins-original-imafdys4uccfgw2m.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s10-prism-blue-128-gb/p/itmfdyp6pajfhsvf?pid=MOBFDNHAYZYR5VXE&lid=LSTMOBFDNHAYZYR5VXEY81WFW&marketplace=FLIPKART&srno=s_6_138&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFDNHAYZYR5VXE.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000
"Samsung Galaxy S20 FE (Cloud Red,8 GB RAM, 128 GB)",4.2,222,https://rukminim1.flixcart.com/image/416/416/kg15ocw0/mobile/r/f/b/samsung-galaxy-s20-fe-sm-g780fzrnins-original-imafwd2jezjhhngt.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s20-fe-cloud-red-128-gb/p/itm0ad795462812c?pid=MOBFWAVTCMDRNRFB&lid=LSTMOBFWAVTCMDRNRFBYHXI90&marketplace=FLIPKART&srno=s_6_139&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFWAVTCMDRNRFB.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,50499,50499,50499,50499,50499,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Samsung Galaxy Fold 2 (Mystic Black,12 GB RAM, 256 GB)",3.7,3,https://rukminim1.flixcart.com/image/416/416/kjrh2fk0/mobile/y/3/t/samsung-galaxy-fold-2-sm-f916bzkainu-original-imafz9hgzpfwjr77.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-fold-2-mystic-black-256-gb/p/itm10950bf40aa69?pid=MOBFYZ67JNPRDY3T&lid=LSTMOBFYZ67JNPRDY3TO6IZVO&marketplace=FLIPKART&srno=s_6_140&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFYZ67JNPRDY3T.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,"1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999","1,49,999"
"Samsung Galaxy S20 (Cloud Blue,8 GB RAM, 128 GB)",4.3,250,https://rukminim1.flixcart.com/image/416/416/k6mibgw0/mobile/f/g/v/samsung-galaxy-s20-sm-g980flbdinu-original-imafpfkbfdgfzzgj.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s20-cloud-blue-128-gb/p/itmce5175ce13e7e?pid=MOBFZXZ2RNFPRFGV&lid=LSTMOBFZXZ2RNFPRFGVVHXAH6&marketplace=FLIPKART&srno=s_6_141&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFZXZ2RNFPRFGV.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,59499,59499,59499,59499,59499,59499,59499,unavailable,59499,unavailable,unavailable,unavailable,59499,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Samsung Galaxy A7-2017 (Gold Sand,3 GB RAM, 32 GB)",3.9,276,https://rukminim1.flixcart.com/image/416/416/j5lchow0/mobile/a/c/z/samsung-galaxy-a7-2017-sm-a720fzddins-original-imaew8vk2vkt4kgc.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a7-2017-gold-sand-32-gb/p/itmes42jeynqhfq3?pid=MOBES429GPANCACZ&lid=LSTMOBES429GPANCACZKZNRGF&marketplace=FLIPKART&srno=s_6_142&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBES429GPANCACZ.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900,25900
"Samsung Galaxy S10 (Prism White,8 GB RAM, 512 GB)",4.6,1793,https://rukminim1.flixcart.com/image/416/416/jsdj8nk0/mobile/5/y/g/samsung-galaxy-s10-sm-g973fzwgins-original-imafdys4hrndgfzm.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s10-prism-white-512-gb/p/itmfdyp6ydvhczvg?pid=MOBFDNHARGTYX5YG&lid=LSTMOBFDNHARGTYX5YGGATQZD&marketplace=FLIPKART&srno=s_6_143&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFDNHARGTYX5YG.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,54999,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000,92000
"Samsung Galaxy A80 (Phantom Black,8 GB RAM, 128 GB)",4.4,5372,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/f/z/v/galaxy-a80-128-b-sm-a805fzkuins-samsung-8-original-imafgj4ht2dqgvgy.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a80-phantom-black-128-gb/p/itmfghz3gneezbyh?pid=MOBFGHZ2CHC2SYSA&lid=LSTMOBFGHZ2CHC2SYSA3ZNXFG&marketplace=FLIPKART&srno=s_6_144&otracker=search&fm=organic&iid=67695f9b-b79e-4c76-9982-1c864e470389.MOBFGHZ2CHC2SYSA.SEARCH&ssid=xzg1glhr0g0000001612574327883&qH=9a56a29d6da35374,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000
"Samsung Galaxy S8 Plus (Maple Gold,4 GB RAM, 64 GB)",4.6,2007,https://rukminim1.flixcart.com/image/416/416/j1nvwcw0/mobile/3/r/h/samsung-galaxy-s8-plus-sm-g955f-original-imaet6mkkx57tjwf.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s8-plus-maple-gold-64-gb/p/itmethry6ccarwmq?pid=MOBESYV7EGGFN3RH&lid=LSTMOBESYV7EGGFN3RHS63QQ2&marketplace=FLIPKART&srno=s_7_145&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBESYV7EGGFN3RH.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990
"Samsung Z4 (Gold,1 GB RAM, 8 GB)",3.5,1199,https://rukminim1.flixcart.com/image/416/416/j391ifk0/mobile/a/w/g/samsung-z4-sm-z400fzddins-original-imaeufapz8znpxht.jpeg?q=70,https://www.flipkart.com/samsung-z4-gold-8-gb/p/itmeuyd7hytbzgvn?pid=MOBEU8N96CTFYAWG&lid=LSTMOBEU8N96CTFYAWG3DDGH0&marketplace=FLIPKART&srno=s_7_146&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBEU8N96CTFYAWG.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
"Samsung Galaxy A6 (Gold,4 GB RAM, 64 GB)",4.4,676,https://rukminim1.flixcart.com/image/416/416/jkbguq80/mobile/m/5/5/samsung-galaxy-a6-sm-a600gzdgins-original-imaf7p3fbuzfxrw3.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a6-gold-64-gb/p/itmf7f65k4kysmdh?pid=MOBF7F65G8YHXQQZ&lid=LSTMOBF7F65G8YHXQQZ0WBDHJ&marketplace=FLIPKART&srno=s_7_147&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBF7F65G8YHXQQZ.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500,25500
"Samsung Galaxy S8 Plus (Coral Blue,4 GB RAM, 64 GB)",4.6,2007,https://rukminim1.flixcart.com/image/416/416/j1nvwcw0/mobile/a/u/h/samsung-galaxy-s8-plus-sm-g955f-original-imaet6mhxjnauggm.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s8-plus-coral-blue-64-gb/p/itmethrykawm5u68?pid=MOBESYV77M4Q7AUH&lid=LSTMOBESYV77M4Q7AUHAPV3RR&marketplace=FLIPKART&srno=s_7_148&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBESYV77M4Q7AUH.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990
"Samsung Galaxy A6+ (Blue,4 GB RAM, 64 GB)",4.4,4213,https://rukminim1.flixcart.com/image/416/416/jkbguq80/mobile/2/t/y/samsung-galaxy-a6-sm-a605gzbhins-original-imaf5pz3pzrakm7h.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a6-blue-64-gb/p/itmf7f65udsrfezn?pid=MOBF7F65HBUYF2TY&lid=LSTMOBF7F65HBUYF2TYC0IWFM&marketplace=FLIPKART&srno=s_7_149&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBF7F65HBUYF2TY.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600,25600
"Samsung Galaxy S8 Plus (Orchid Grey,4 GB RAM, 64 GB)",4.6,2007,https://rukminim1.flixcart.com/image/416/416/j4irlow0/mobile/g/n/t/samsung-galaxy-s8-plus-na-original-imaeveququqdrebw.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s8-plus-orchid-grey-64-gb/p/itmeveqzfgabaqeg?pid=MOBEVEQZCWYYYGNT&lid=LSTMOBEVEQZCWYYYGNT5ZWPMO&marketplace=FLIPKART&srno=s_7_150&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBEVEQZCWYYYGNT.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990,53990
"Samsung Galaxy M11 (Violet,4 GB RAM, 64 GB)",4.2,6143,https://rukminim1.flixcart.com/image/416/416/kavefm80/mobile/h/c/y/samsung-galaxy-m11-sm-m115fzleins-original-imafscgysncykdxv.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-m11-violet-64-gb/p/itmb748a6ba4c6d9?pid=MOBFRZZHZTY3GHCY&lid=LSTMOBFRZZHZTY3GHCY4XTKDF&marketplace=FLIPKART&srno=s_7_151&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBFRZZHZTY3GHCY.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,13199,13199,13199,13199,13199,13199,13199,13199,13199,13289,13199,13199,13199,13199,13199,13199,13199,13199,11899,11618,13199,13199,13199,13199,13199,11305,11282,11165,11149,11097,11075,11075
"Samsung Galaxy S7 (Black Onyx,4 GB RAM, 32 GB)",4.4,31869,https://rukminim1.flixcart.com/image/416/416/mobile/j/f/a/samsung-galaxy-s7-na-original-imaegmjsn8z7qqaf.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-s7-black-onyx-32-gb/p/itmeuyda4qgqetc6?pid=MOBEGFZPKG44NJFA&lid=LSTMOBEGFZPKG44NJFAYKETL1&marketplace=FLIPKART&srno=s_7_152&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBEGFZPKG44NJFA.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,22499,22499,22499,22499,22999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,22999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,22499,22499,22499,22499,unavailable,unavailable
"Samsung Galaxy J5 Prime (Gold,3 GB RAM, 32 GB)",4.3,3360,https://rukminim1.flixcart.com/image/416/416/jdkjzww0/mobile/c/h/f/samsung-galaxy-j7-prime-sm-g610fzddins-sm-g610fzdoins-original-imaf2gf2gcbcyykg.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-j5-prime-gold-32-gb/p/itmeu7jz5egxaghm?pid=MOBEU7JZE4GAQM24&lid=LSTMOBEU7JZE4GAQM245PTRPX&marketplace=FLIPKART&srno=s_7_153&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBEU7JZE4GAQM24.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
"Samsung Galaxy A8 Star (Black,6 GB RAM, 64 GB)",4.3,791,https://rukminim1.flixcart.com/image/416/416/jlv70y80/mobile/v/2/v/samsung-galaxy-a8-star-sm-g885fzwgins-original-imaf8wmjs8jfctvy.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a8-star-black-64-gb/p/itmfaa8wdges3v7y?pid=MOBF8WMQ2UY95V2V&lid=LSTMOBF8WMQ2UY95V2VEQN3HO&marketplace=FLIPKART&srno=s_7_154&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBF8WMQ2UY95V2V.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,27000,27000,27000,27000,27000,34999,34999,27000,27000,27000,27000,27000,27000,27000,27000,27000,34999,34999,unavailable,unavailable,34999,34999,unavailable,34999,34999,unavailable,unavailable,unavailable,34999,34999,unavailable,unavailable
"Samsung Galaxy A50 (White,6 GB RAM, 64 GB)",4.4,11268,https://rukminim1.flixcart.com/image/416/416/jsyyufk0/mobile/b/w/f/samsung-galaxy-a50-sm-a505fzwdins-original-imafefghh95xxr6d.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a50-white-64-gb/p/itmfe4cs8hgupmta?pid=MOBFE4CSDXZHFGZ6&lid=LSTMOBFE4CSDXZHFGZ67UUSM1&marketplace=FLIPKART&srno=s_7_155&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBFE4CSDXZHFGZ6.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
"Samsung Galaxy J5 Prime (Black,3 GB RAM, 32 GB)",4.3,3360,https://rukminim1.flixcart.com/image/416/416/jdkjzww0/mobile/h/s/g/samsung-galaxy-j5-prime-sm-g570fzkgins-original-imaf2gf2pbnf8ssc.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-j5-prime-black-32-gb/p/itmeu7jzvnrhtmby?pid=MOBEU7JZEYSWGHSG&lid=LSTMOBEU7JZEYSWGHSGSO0LRB&marketplace=FLIPKART&srno=s_7_156&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBEU7JZEYSWGHSG.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,12299,13500,13500
"Samsung Galaxy A50 (Black,6 GB RAM, 64 GB)",4.4,11268,https://rukminim1.flixcart.com/image/416/416/jsyyufk0/mobile/e/9/v/samsung-galaxy-a50-sm-a505fzkgins-original-imafefgh2bgdetj4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a50-black-64-gb/p/itmfe4cs57gyhnkz?pid=MOBFE4CSUQHGWE9V&lid=LSTMOBFE4CSUQHGWE9VFAXWYX&marketplace=FLIPKART&srno=s_7_157&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBFE4CSUQHGWE9V.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,22500,22500
"Samsung Galaxy A30 (Black,4 GB RAM, 64 GB)",4.4,17644,https://rukminim1.flixcart.com/image/416/416/jsyyufk0/mobile/e/t/n/samsung-galaxy-a30-sm-a305fzkfins-original-imafefggeqkxha58.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a30-black-64-gb/p/itmfec2hqbxcmbzn?pid=MOBFE4CSBDN9XETN&lid=LSTMOBFE4CSBDN9XETNK6F9XA&marketplace=FLIPKART&srno=s_7_158&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBFE4CSBDN9XETN.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500
"Samsung Galaxy J8 (Blue,4 GB RAM, 64 GB)",4.4,19380,https://rukminim1.flixcart.com/image/416/416/jjelq4w0/mobile/4/x/5/samsung-galaxy-j8-sm-j810gzbgins-original-imaf6zg5zkgnwguk.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-j8-blue-64-gb/p/itmf6uvfxrzyq7af?pid=MOBF6GZT38FAD4X5&lid=LSTMOBF6GZT38FAD4X502ZLV9&marketplace=FLIPKART&srno=s_7_159&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBF6GZT38FAD4X5.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,17000,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990,18990
"Samsung Galaxy A10 (Blue,2 GB RAM, 32 GB)",4.4,13024,https://rukminim1.flixcart.com/image/416/416/jt8yxe80/mobile/g/v/x/samsung-galaxy-a10-sm-a105fzbgins-original-imafenbrg4zt5xye.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-a10-blue-32-gb/p/itmfen5uvzzwcm5f?pid=MOBFEN5UDNHGSGVX&lid=LSTMOBFEN5UDNHGSGVXYLMD2Y&marketplace=FLIPKART&srno=s_7_160&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBFEN5UDNHGSGVX.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990
"Samsung Galaxy J6 (Gold,4 GB RAM, 64 GB)",4.5,42028,https://rukminim1.flixcart.com/image/416/416/jjelq4w0/mobile/f/w/6/samsung-galaxy-j6-sm-j600gzdgins-original-imaf6zpeyjn6gruc.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-j6-gold-64-gb/p/itmf5bkhw2vseffk?pid=MOBF5BKH5A2WFENZ&lid=LSTMOBF5BKH5A2WFENZZ5P5DG&marketplace=FLIPKART&srno=s_7_161&otracker=search&fm=organic&iid=75a69a36-b53e-4fa7-9306-dd55357ef3e6.MOBF5BKH5A2WFENZ.SEARCH&ssid=f0tqgqjhls0000001612574330758&qH=9a56a29d6da35374,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990,14990
