DESCRIPTION,RATING,REVIEWS COUNT,IMAGE,LINK,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09
"Redmi Note 9 (Arctic White,4 GB RAM, 64 GB)",4.3,16795,https://rukminim1.flixcart.com/image/416/416/kd69z0w0/mobile/s/h/p/mi-redmi-note-9-b086982zkf-original-imafu4qfyyyrg8er.jpeg?q=70,https://www.flipkart.com/redmi-note-9-arctic-white-64-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFXMWJCSHP&lid=LSTMOBFU3ZFXMWJCSHPKMKXWJ&marketplace=FLIPKART&srno=s_2_27&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFU3ZFXMWJCSHP.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,12622,12538,12464,12464,12221,12990,12990,12454,12368,12336,12297,12297,12895,12895,12895,12895,12018,12018,11977,12975,12975,12975,11948,12189,12189,12895,12695,13595,12475,12475,12299,12299
"Redmi Note 9 Pro (Interstellar Black,6 GB RAM, 128 GB)",4.4,1276,https://rukminim1.flixcart.com/image/416/416/k7usyvk0/mobile/g/u/h/mi-redmi-note-9-b0784d862l-original-imafqy27dchrz3af.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pro-interstellar-black-128-gb/p/itma84d60532d415?pid=MOBFPZXUT5FX9GUH&lid=LSTMOBFPZXUT5FX9GUHNQ9IJV&marketplace=FLIPKART&srno=s_2_28&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFPZXUT5FX9GUH.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,16958,16929,16896,16896,16896,17599,17599,17619,16896,17599,17549,17549,17538,17538,17539,17999,18999,18999,17790,17788,17700,17700,unavailable,unavailable,unavailable,17699,17999,17699,17999,17999,18399,18399
"Redmi Note 9 Pro Max (Aurora Blue,6 GB RAM, 128 GB)",4.4,19505,https://rukminim1.flixcart.com/image/416/416/kc9eufk0/mobile/s/k/b/redmi-note-9-pro-max-note-9-pro-max-original-imaftfet6bynchsn.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pro-max-aurora-blue-128-gb/p/itm6306e1d4476e3?pid=MOBFU84TNRP5YDMX&lid=LSTMOBFU84TNRP5YDMXWROZBB&marketplace=FLIPKART&srno=s_2_29&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFU84TNRP5YDMX.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,18695,18588,18588,18588,18489,18890,18890,unavailable,21000,20995,20995,20995,20995,20995,20990,19990,20990,20990,unavailable,19999,20990,20990,unavailable,20990,20990,20988,20795,19999,20945,20990,19999,19999
"Redmi Note 8 (Neptune Blue,4 GB RAM, 64 GB)",4.4,48970,https://rukminim1.flixcart.com/image/416/416/k5lcvbk0pkrrdj/mobile-refurbished/b/9/w/redmi-note-8-64-a-m1908c3ji-mi-4-original-imafhgpphwztnchc.jpeg?q=70,https://www.flipkart.com/redmi-note-8-neptune-blue-64-gb/p/itm873f03260c0a7?pid=MOBFHFFSG69TGSXQ&lid=LSTMOBFHFFSG69TGSXQOEE0LT&marketplace=FLIPKART&srno=s_2_30&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFHFFSG69TGSXQ.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,13499,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,12824,12598,12579,12549,12549,12799,12799,12799,12799,12990,12888,12888,12886,12777,12752,12999,12999,12998,12998
"Redmi 8A Dual (Sea Blue,2 GB RAM, 32 GB)",4.3,42567,https://rukminim1.flixcart.com/image/416/416/k6tniq80/mobile/y/z/q/mi-redmi-8a-dual-m2001c3k3i-original-imafp767fsgk9gdv.jpeg?q=70,https://www.flipkart.com/redmi-8a-dual-sea-blue-32-gb/p/itmc5f2e834eced9?pid=MOBFP764TNKZRSB8&lid=LSTMOBFP764TNKZRSB8Y3PP4A&marketplace=FLIPKART&srno=s_2_31&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFP764TNKZRSB8.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,7499,7499,7499,7499,7499,7499,7499,7499,7499,8486,7499,7499,7499,7499,7499,7499,7499,7499,8195,8245,7989,7989,8149,8098,8098,8049,8499,7995,7889,7848,7846,7846
"Redmi Note 9 (Aqua Green,6 GB RAM, 128 GB)",4.3,2589,https://rukminim1.flixcart.com/image/416/416/kd69z0w0/mobile/4/z/u/mi-redmi-note-9-b086982zkf-original-imafu4pyhhpwuzaw.jpeg?q=70,https://www.flipkart.com/redmi-note-9-aqua-green-128-gb/p/itme9d4da670b8ba?pid=MOBFU3ZFTPK4B8N3&lid=LSTMOBFU3ZFTPK4B8N3QUAASL&marketplace=FLIPKART&srno=s_2_32&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFU3ZFTPK4B8N3.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,14735,14999,14999,14999,14735,unavailable,unavailable,14990,15086,15850,15839,15839,14970,14978,14689,14679,14655,14655,14618,14618,14990,14990,15449,15449,15449,15595,15445,15190,15190,15190,15189,15189
"Redmi 9A (SeaBlue,2 GB RAM, 32 GB)",4.3,6016,https://rukminim1.flixcart.com/image/416/416/kesv0y80/mobile/w/g/r/mi-redmi-9a-b08696xb4b-original-imafve7pjpemhwk5.jpeg?q=70,https://www.flipkart.com/redmi-9a-seablue-32-gb/p/itmeabd39a0cd669?pid=MOBFVD9ZGTYR2WGR&lid=LSTMOBFVD9ZGTYR2WGREUI0TR&marketplace=FLIPKART&srno=s_2_33&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFVD9ZGTYR2WGR.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,7703,7486,7469,7469,7359,7659,7659,7615,7615,7598,7595,7595,7572,7563,7559,7539,7534,7534,7480,7454,7427,7427,7373,7366,7366,7364,7499,7430,7430,7430,7359,7359
"Redmi 9A (Nature Green,2 GB RAM, 32 GB)",4.3,6016,https://rukminim1.flixcart.com/image/416/416/kesv0y80/mobile/k/h/9/mi-redmi-9a-b08696xb4b-original-imafve7pte7e4zmp.jpeg?q=70,https://www.flipkart.com/redmi-9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDA5QCGNZKH9&lid=LSTMOBFVDA5QCGNZKH9CM1KAF&marketplace=FLIPKART&srno=s_2_34&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFVDA5QCGNZKH9.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,7548,7426,7426,7426,7645,7975,7975,7496,7588,7695,7745,7745,7745,7534,7480,7476,7419,7419,7545,7545,7665,7665,7665,7995,7995,7995,7995,7995,7588,7588,7588,7588
"Redmi 9A (Nature Green,3 GB RAM, 32 GB)",4.2,3452,https://rukminim1.flixcart.com/image/416/416/kesv0y80/mobile/k/h/9/mi-redmi-9a-b08696xb4b-original-imafve7pte7e4zmp.jpeg?q=70,https://www.flipkart.com/redmi-9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAFCKBNXQ7E&lid=LSTMOBFVDAFCKBNXQ7EODV5NC&marketplace=FLIPKART&srno=s_2_35&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFVDAFCKBNXQ7E.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,8575,8575,8535,8535,8285,8064,8064,7977,7951,8095,8090,8090,8165,8165,7876,7933,7995,7995,8085,8083,8063,8063,8395,7937,7937,7925,8075,8148,7913,8070,8062,8062
"Redmi 9A (Midnight Black,3 GB RAM, 32 GB)",4.2,3452,https://rukminim1.flixcart.com/image/416/416/kesv0y80/mobile/b/h/z/mi-redmi-9a-b08696xb4b-original-imafve7pnhwakaha.jpeg?q=70,https://www.flipkart.com/redmi-9a-midnight-black-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAYRH3GYNZT&lid=LSTMOBFVDAYRH3GYNZTDPE3LC&marketplace=FLIPKART&srno=s_2_36&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFVDAYRH3GYNZT.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,8290,8245,8238,8238,8999,8999,8999,8095,8095,7990,7990,7990,7998,7980,7941,7941,7887,7887,7878,7875,7875,7875,7875,7867,7867,7875,7875,7807,7795,7782,7778,7778
"Redmi Note 9 Pro Max (Champagne Gold,6 GB RAM, 128 GB)",4.4,19505,https://rukminim1.flixcart.com/image/416/416/ken59jk0/mobile/k/g/w/mi-redmi-note-9-pro-max-m2003j6b1l-original-imafv9zfdjwuys9g.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pro-max-champagne-gold-128-gb/p/itma8d25ca0b4c91?pid=MOBFV99GTFHDSKGW&lid=LSTMOBFV99GTFHDSKGWYXWGYF&marketplace=FLIPKART&srno=s_2_37&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFV99GTFHDSKGW.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,18376,18299,18299,18299,18199,18199,18199,18728,18728,18699,18749,18749,20995,20995,19789,19789,19789,19789,18199,20995,19999,19999,20995,20990,20990,20990,20695,19989,19979,unavailable,unavailable,unavailable
"Redmi 9 (Sky Blue,4 GB RAM, 64 GB)",4.2,9472,https://rukminim1.flixcart.com/image/416/416/kehfi4w0/mobile/g/9/h/mi-redmi-9-lpddr4x-original-imafv5kypkgfqupf.jpeg?q=70,https://www.flipkart.com/redmi-9-sky-blue-64-gb/p/itm4fb151383983b?pid=MOBFV5FPUS8UHG9H&lid=LSTMOBFV5FPUS8UHG9HJ0SGF6&marketplace=FLIPKART&srno=s_2_38&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFV5FPUS8UHG9H.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,9353,9325,9268,9268,9238,9238,9238,9510,9490,9490,9490,9490,9469,9450,9528,9528,9425,9425,9599,9468,9468,9468,9468,9468,9468,9267,9229,9226,9215,9238,9238,9238
"Redmi 9A (Midnight Black,2 GB RAM, 32 GB)",4.3,6016,https://rukminim1.flixcart.com/image/416/416/kesv0y80/mobile/b/h/z/mi-redmi-9a-b08696xb4b-original-imafve7pnhwakaha.jpeg?q=70,https://www.flipkart.com/redmi-9a-midnight-black-32-gb/p/itmeabd39a0cd669?pid=MOBFVDA2RWTCFBHZ&lid=LSTMOBFVDA2RWTCFBHZFQIP37&marketplace=FLIPKART&srno=s_2_39&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFVDA2RWTCFBHZ.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,7501,7625,7625,7625,7895,7975,7975,7461,7458,7695,7695,7695,7695,7695,7695,7695,7695,7695,7585,7585,7585,7585,7585,7888,7888,7888,7888,7888,7586,7586,7586,7586
"Redmi Note 9 (Shadow Black,6 GB RAM, 128 GB)",4.3,2589,https://rukminim1.flixcart.com/image/416/416/kiew3gw0/mobile/u/n/j/redmi-note-9-m2003j15si-mi-original-imafy7hyvgz42rsy.jpeg?q=70,https://www.flipkart.com/redmi-note-9-shadow-black-128-gb/p/itm12201c2ee63e5?pid=MOBFY7HFEVWHCXFY&lid=LSTMOBFY7HFEVWHCXFYPGHONC&marketplace=FLIPKART&srno=s_2_40&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFY7HFEVWHCXFY.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,14698,14793,14793,14793,14793,14793,14793,14588,14597,14587,14582,14582,14538,14538,14508,14482,14995,14995,14407,14995,14995,14995,14681,14664,14664,14972,14965,14955,14935,14884,14863,14863
"Redmi Note 9 (Shadow Black,4 GB RAM, 128 GB)",4.3,16795,https://rukminim1.flixcart.com/image/416/416/kjvrdzk0/mobile/i/d/x/redmi-note-9-m2003j15si-mi-original-imafzckppxnta66h.jpeg?q=70,https://www.flipkart.com/redmi-note-9-shadow-black-128-gb/p/itm12201c2ee63e5?pid=MOBFZCKPFC3HSWBF&lid=LSTMOBFZCKPFC3HSWBFXLGCQC&marketplace=FLIPKART&srno=s_2_41&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFZCKPFC3HSWBF.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,13509,13651,13651,13651,13307,13307,13307,13989,13373,13333,13329,13329,13259,13218,13678,13638,13638,13638,13238,13678,13118,13118,13409,13398,13398,13398,13124,13348,14935,13348,13089,13089
"Redmi Note 9 Pro (Interstellar Black,4 GB RAM, 128 GB)",4.4,17186,https://rukminim1.flixcart.com/image/416/416/kdqa4y80/screen-guard/screen-guard/h/z/e/marshland-gfg6765-original-imafukr7jybmbrrt.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pro-interstellar-black-128-gb/p/itm0418537d115ba?pid=MOBFUZYNSYP64TQK&lid=LSTMOBFUZYNSYP64TQKRIXIXF&marketplace=FLIPKART&srno=s_2_42&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFUZYNSYP64TQK.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,14428,14330,14193,14193,14640,14720,14720,14385,14360,14280,14640,14640,14640,14640,14640,14570,14230,14230,14184,14184,14537,14537,14465,14445,14445,14680,14465,14990,14355,14439,14990,14990
"Redmi Note 8 (Space Black,4 GB RAM, 64 GB)",4.4,48970,https://rukminim1.flixcart.com/image/416/416/k5lcvbk0pkrrdj/mobile-refurbished/y/9/k/redmi-note-8-32-a-redmi-note-8-mi-3-original-imafhgpsesjkpfha.jpeg?q=70,https://www.flipkart.com/redmi-note-8-space-black-64-gb/p/itm08591750a9973?pid=MOBFHFFSMVQJYYWY&lid=LSTMOBFHFFSMVQJYYWYGJCFTV&marketplace=FLIPKART&srno=s_2_43&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFHFFSMVQJYYWY.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,13999,12999,unavailable,12998,unavailable,unavailable,unavailable
"Redmi 8 (Sapphire Blue,4 GB RAM, 64 GB)",4.4,"9,11,718",https://rukminim1.flixcart.com/image/416/416/k1fbmvk0/mobile/g/y/q/mi-redmi-8-mzb8253in-original-imafhyacjwjwxmsx.jpeg?q=70,https://www.flipkart.com/redmi-8-sapphire-blue-64-gb/p/itmd1c68a1a86f5e?pid=MOBFKPYDENDXZZ7U&lid=LSTMOBFKPYDENDXZZ7U9TT5NP&marketplace=FLIPKART&srno=s_2_44&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFKPYDENDXZZ7U.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,9999,9999,9999,9999,9999,9999,9999,9999,9999,10999,9999,9999,9999,9999,9999,9999,9999,9999,unavailable,11900,unavailable,unavailable,11990,unavailable,unavailable,11990,10999,unavailable,12998,unavailable,unavailable,unavailable
"Redmi 8A (Midnight Black,3 GB RAM, 32 GB)",4.3,"1,34,611",https://rukminim1.flixcart.com/image/416/416/k12go7k0/mobile/8/e/b/mi-redmi-8a-mzb8298in-original-imafkmhqztfbabww.jpeg?q=70,https://www.flipkart.com/redmi-8a-midnight-black-32-gb/p/itm70d0625d86149?pid=MOBFKF98HGWKEDCC&lid=LSTMOBFKF98HGWKEDCCGFLF7M&marketplace=FLIPKART&srno=s_2_45&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFKF98HGWKEDCC.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,8398,7999,8399,8399,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8090,8090,8190,8190,8190,8190,8190,7999,8190,8190,8190,8190
"Redmi Note 9 Pro (Champagne Gold,4 GB RAM, 64 GB)",4.4,17186,https://rukminim1.flixcart.com/image/416/416/keykscw0/mobile/k/g/w/mi-redmi-note-9-pro-max-m2003j6b1l-original-imafvj4vw773kgjr.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pro-champagne-gold-64-gb/p/itma84d60532d415?pid=MOBFVSQPKVB8QQJ6&lid=LSTMOBFVSQPKVB8QQJ6PGY9KF&marketplace=FLIPKART&srno=s_2_46&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFVSQPKVB8QQJ6.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,13522,13529,13529,13529,13529,14990,14990,13518,13518,13518,13518,13518,13485,13698,13698,13698,13598,13598,13890,13890,13990,13990,13679,13598,13598,13979,13500,14480,14447,13956,13950,13950
"Redmi 9 Power (Mighty Black,4 GB RAM, 128 GB)",4.3,2458,https://rukminim1.flixcart.com/image/416/416/kj0bp8w0-0/mobile/d/e/1/9-power-mobhqab1-redmi-original-imafyz93hghvjkmu.jpeg?q=70,https://www.flipkart.com/redmi-9-power-mighty-black-128-gb/p/itm5b90471504ebd?pid=MOBFYZFQGUURGNCQ&lid=LSTMOBFYZFQGUURGNCQN1CXBS&marketplace=FLIPKART&srno=s_2_47&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFYZFQGUURGNCQ.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,12483,12381,12335,12335,12198,12684,12684,12662,12630,12623,12616,12616,unavailable,13475,13395,13390,13995,13995,13366,13357,12995,12995,12549,12940,12940,12925,12918,12908,12908,12768,12779,12779
"Redmi 9 Power (Blazing Blue,4 GB RAM, 128 GB)",4.3,2458,https://rukminim1.flixcart.com/image/416/416/kkh6zrk0/mobile/o/o/c/redmi-9-power-mzb084xin-mzb084zin-mi-original-imafztfv3cywtzvz.jpeg?q=70,https://www.flipkart.com/redmi-9-power-blazing-blue-128-gb/p/itm5b8ee71b74e18?pid=MOBFYZDHSQG5GA4M&lid=LSTMOBFYZDHSQG5GA4MG6NG0N&marketplace=FLIPKART&srno=s_2_48&otracker=search&fm=organic&iid=c5ffec35-a3ad-474a-bea3-288a49573c4a.MOBFYZDHSQG5GA4M.SEARCH&ssid=ysje5z69k00000001612574359091&qH=03fe78673e917767,12877,12838,12838,12838,12838,12988,12988,12988,12988,12988,12988,12988,12988,unavailable,13499,12986,unavailable,unavailable,12988,13599,13498,13498,13387,13381,13381,12844,12919,12825,12772,12658,12779,12779
"Redmi 8A (Ocean Blue,3 GB RAM, 32 GB)",4.3,"1,34,611",https://rukminim1.flixcart.com/image/416/416/k0y6cnk0/mobile/u/e/p/mi-redmi-8a-mzb8458in-original-imafkmhycvhcsrzm.jpeg?q=70,https://www.flipkart.com/redmi-8a-ocean-blue-32-gb/p/itm339c6356c2a6a?pid=MOBFKF98ZVHXHUEP&lid=LSTMOBFKF98ZVHXHUEPU6AHFI&marketplace=FLIPKART&srno=s_3_49&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFKF98ZVHXHUEP.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,8498,8398,8698,8698,8498,8498,8498,8698,8698,8698,8698,8698,8698,8698,8698,8398,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698,8698
"Redmi Note 9 Pro (Champagne Gold,6 GB RAM, 128 GB)",4.4,1276,https://rukminim1.flixcart.com/image/416/416/keykscw0/mobile/k/g/w/mi-redmi-note-9-pro-max-m2003j6b1l-original-imafvj4vw773kgjr.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pro-champagne-gold-128-gb/p/itm812ce2c5ee97d?pid=MOBFVN5JQRXMWYSZ&lid=LSTMOBFVN5JQRXMWYSZNEQX8N&marketplace=FLIPKART&srno=s_3_50&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFVN5JQRXMWYSZ.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,17588,17577,17566,17566,17525,17525,17525,17510,17510,17489,17479,17479,17549,8698,17529,17527,17979,17979,17979,unavailable,18389,18389,18389,18999,18999,18495,17898,17989,17985,17985,17898,17898
"Redmi 8 (Ruby Red,4 GB RAM, 64 GB)",4.4,"9,11,718",https://rukminim1.flixcart.com/image/416/416/k1fbmvk0/mobile/4/f/f/mi-redmi-8-mzb8251in-original-imafhyacmxaefxgw.jpeg?q=70,https://www.flipkart.com/redmi-8-ruby-red-64-gb/p/itm6981a578c4d90?pid=MOBFKPYDCVSCZBYR&lid=LSTMOBFKPYDCVSCZBYR7PKM5A&marketplace=FLIPKART&srno=s_3_51&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFKPYDCVSCZBYR.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,unavailable,11900,unavailable,unavailable,11990,11990,11990,11990,11990,unavailable,unavailable,unavailable,unavailable,unavailable
"Redmi Note 9 (Pebble Grey,6 GB RAM, 128 GB)",4.3,2589,https://rukminim1.flixcart.com/image/416/416/kd69z0w0/mobile/a/n/g/mi-redmi-note-9-b086982zkf-original-imafu4qf8gfcutde.jpeg?q=70,https://www.flipkart.com/redmi-note-9-pebble-grey-128-gb/p/itm3293dd38814f2?pid=MOBFU3ZF8QHSCHM4&lid=LSTMOBFU3ZF8QHSCHM4CZ1KI3&marketplace=FLIPKART&srno=s_3_52&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFU3ZF8QHSCHM4.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,14730,14717,14685,14685,14660,14640,14640,14625,14620,14623,14689,14689,14990,14990,14605,14605,14525,14525,14468,14454,14427,14427,14650,14649,14649,15699,15699,15699,15647,14990,14990,14990
"Redmi 8A Dual (Midnight Grey,3 GB RAM, 64 GB)",4.2,12721,https://rukminim1.flixcart.com/image/416/416/kbl4cy80/mobile/k/u/a/mi-redmi-8a-dual-b086982vlb-original-imafswhvwcgnqgcu.jpeg?q=70,https://www.flipkart.com/redmi-8a-dual-midnight-grey-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAGSEZK2KUA&lid=LSTMOBFSWAGSEZK2KUA2JWGGS&marketplace=FLIPKART&srno=s_3_53&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFSWAGSEZK2KUA.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,8900,9389,9389,9389,9379,9379,9379,9379,8979,9379,8950,8950,9329,9250,9250,9250,9250,9250,9249,9333,9333,9333,unavailable,9499,9499,9329,9329,9329,9329,9329,9329,9329
"Redmi 8A Dual (Sea Blue,3 GB RAM, 64 GB)",4.2,12721,https://rukminim1.flixcart.com/image/416/416/k8xduvk0pkrrdj/mobile/a/y/t/redmi-8a-dual-8a-dual-original-imafqyfqhfvtyc39.jpeg?q=70,https://www.flipkart.com/redmi-8a-dual-sea-blue-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAEMHSGYYZC&lid=LSTMOBFSWAEMHSGYYZCKNZFT6&marketplace=FLIPKART&srno=s_3_54&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFSWAEMHSGYYZC.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,8979,8995,8995,8995,8943,8932,8932,8934,8939,8899,8896,8896,8770,8769,8798,8797,8797,8797,8790,8790,8790,8790,8790,8739,8739,8699,8730,8699,8695,8798,8695,8695
"Redmi 8 (Onyx Black,4 GB RAM, 64 GB)",4.4,"9,11,718",https://rukminim1.flixcart.com/image/416/416/k1fbmvk0/mobile/k/b/e/mi-redmi-8-mzb8250in-original-imafhyabpggagngr.jpeg?q=70,https://www.flipkart.com/redmi-8-onyx-black-64-gb/p/itmebd23d8a2ed1b?pid=MOBFKPYDZJQHGJXA&lid=LSTMOBFKPYDZJQHGJXAPMDXOB&marketplace=FLIPKART&srno=s_3_55&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFKPYDZJQHGJXA.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,9999,9999,9999,9999,9999,9999,9999,9999,9999,10999,9999,9999,9999,9999,9999,9999,9999,9999,10998,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"Redmi Note 9 (Shadow Black,4 GB RAM, 64 GB)",4.3,16795,https://rukminim1.flixcart.com/image/416/416/khglj0w0/mobile/m/t/7/redmi-note-9-m2003j15si-mi-original-imafxgzhx4prwpgq.jpeg?q=70,https://www.flipkart.com/redmi-note-9-shadow-black-64-gb/p/itm12201c2ee63e5?pid=MOBFXEPZM4DX89AQ&lid=LSTMOBFXEPZM4DX89AQRW3JT7&marketplace=FLIPKART&srno=s_3_56&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFXEPZM4DX89AQ.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,12490,12430,12430,12430,12295,12294,12294,12430,12400,12400,12291,12291,12180,12175,12155,12154,12175,12175,12175,12175,12175,12175,11849,11825,11825,12175,11811,11745,11727,11699,11599,11599
"Redmi 8A Dual (Sea Blue,3 GB RAM, 32 GB)",4.2,12721,https://rukminim1.flixcart.com/image/416/416/k6tniq80/mobile/y/z/q/mi-redmi-8a-dual-m2001c3k3i-original-imafp767fsgk9gdv.jpeg?q=70,https://www.flipkart.com/redmi-8a-dual-sea-blue-32-gb/p/itm2f3451c5d6270?pid=MOBFP73ZM26XEYZQ&lid=LSTMOBFP73ZM26XEYZQL3CKWF&marketplace=FLIPKART&srno=s_3_57&otracker=search&fm=organic&iid=9918138f-e1c5-445e-8434-4b20149a74a6.MOBFP73ZM26XEYZQ.SEARCH&ssid=bmz1pj0rkg0000001612574362127&qH=03fe78673e917767,8875,8875,8599,8599,8888,8880,8880,8888,8699,8999,8999,8999,8599,8999,8999,8999,8699,8699,8999,8999,8699,8699,8975,8975,8975,8499,8489,8489,8489,8489,8489,8489
